k,loss,loss_std,auc,auc_std,log_likelihood,log_likelihood_std,brier,brier_std,ece,ece_std,final_train_loss,final_train_auc,final_train_log_likelihood,final_train_brier,final_train_ece
1,0.4245661497116089,,0.8528292682926829,,-0.4245661497116089,,0.0736301094293594,,0.0497512654443451,,0.1101175919175148,0.9984702549575072,-0.1101062968373298,0.035859327763319,0.0187183631670383
2,1.0708056688308716,,0.7131282051282052,,-1.0708056688308716,,0.1177916303277015,,0.1073050184371278,,0.0594878606498241,1.0,-0.0594737380743026,0.018615698441863,0.0130274975174862
