model,accuracy,n_observed,1pl_regular,1pl_item_marginal_mmle,2pl_regular,2pl_item_marginal_mmle,3pl_regular,3pl_item_marginal_mmle,1pl_regular_rank,1pl_item_marginal_mmle_rank,2pl_regular_rank,2pl_item_marginal_mmle_rank,3pl_regular_rank,3pl_item_marginal_mmle_rank,1pl_regular_se,1pl_regular_lo,1pl_regular_hi,2pl_regular_se,2pl_regular_lo,2pl_regular_hi,3pl_regular_se,3pl_regular_lo,3pl_regular_hi,1pl_item_marginal_mmle_boot_mean,1pl_item_marginal_mmle_boot_se,1pl_item_marginal_mmle_boot_lo,1pl_item_marginal_mmle_boot_hi,2pl_item_marginal_mmle_boot_mean,2pl_item_marginal_mmle_boot_se,2pl_item_marginal_mmle_boot_lo,2pl_item_marginal_mmle_boot_hi,3pl_item_marginal_mmle_boot_mean,3pl_item_marginal_mmle_boot_se,3pl_item_marginal_mmle_boot_lo,3pl_item_marginal_mmle_boot_hi
claude_haiku_4_5,0.4171597633136095,676,-1.0124049,1.4911358,-0.35635233,0.89860755,-0.44788772,0.8431543,1,1,1,1,1,1,0.17274465,-1.3509845,-0.6738254,0.066568896,-0.48682737,-0.22587729,0.06850691,-0.58216125,-0.3136142,1.2134392,0.48121706,-0.016721666,1.5414178,0.9200179,0.05853963,0.8407431,1.0249925,0.8531028,0.036766883,0.78271186,0.9109256
qwen3_5_27b,0.2943786982248521,676,-2.9363554,0.95164937,-0.87500244,0.48775017,-1.0210096,0.4485052,2,2,2,2,3,2,0.15177609,-3.2338364,-2.6388743,0.02689109,-0.927709,-0.8222959,0.040065385,-1.0995377,-0.9424814,0.755727,0.25206184,0.287917,1.0581274,0.49733347,0.04020465,0.44478962,0.56866735,0.4541866,0.0388885,0.38670385,0.52366126
mistral_14b,0.2529585798816568,676,-3.4916327,0.7429664,-0.9358939,0.33722717,-1.0092616,0.3042479,3,3,3,3,2,3,0.14174442,-3.7694519,-3.2138135,0.006887216,-0.94939286,-0.92239493,0.011773448,-1.0323375,-0.98618567,0.62798595,0.29801804,0.010131344,1.126903,0.33372095,0.04510404,0.27597004,0.41392353,0.2966621,0.039491754,0.22567648,0.35720828
mistral_8b,0.23224852071005916,676,-3.7750518,0.630203,-0.9577254,0.26490843,-1.0764289,0.22985435,4,4,4,4,4,4,0.14063035,-4.0506873,-3.4994164,0.004692846,-0.96692336,-0.94852746,0.0036921017,-1.0836654,-1.0691924,0.54178107,0.12568016,0.33597377,0.7495711,0.2479833,0.039946552,0.1944089,0.33354497,0.24053888,0.045552514,0.1615886,0.30347085
mistral_3b,0.16715976331360946,676,-4.7049646,0.21996921,-1.1235745,0.010872543,-1.279403,-0.007492721,5,5,5,5,5,5,0.38181612,-5.4533243,-3.956605,0.17113082,-1.4589909,-0.78815806,0.48624718,-2.2324474,-0.3263585,0.035232835,0.3029595,-0.7358835,0.3393432,0.0048258305,0.035023134,-0.059116658,0.0678794,-0.024501322,0.037683062,-0.080712855,0.044667304
qwen3_5_9b,0.08431952662721894,676,-6.2786994,-0.5591923,-1.7411606,-0.3450246,-2.1210988,-0.31792504,6,6,6,6,7,6,0.24295425,-6.75489,-5.802509,0.075390324,-1.8889257,-1.5933956,0.1674219,-2.4492457,-1.7929518,-0.45330682,0.26481777,-0.82099986,0.13919085,-0.35377726,0.042208362,-0.40731248,-0.26816708,-0.32066286,0.031166242,-0.36943394,-0.26528916
qwen3_5_4b,0.060650887573964495,676,-6.9026837,-0.91419184,-2.0665975,-0.4503069,-2.1043575,-0.41077983,7,7,7,7,6,7,0.21517527,-7.324427,-6.4809403,0.06885628,-2.2015557,-1.9316392,0.012496139,-2.12885,-2.079865,-0.5895607,0.41479787,-1.1421121,0.29192066,-0.45967808,0.04246606,-0.54138494,-0.41378802,-0.41340414,0.021664377,-0.45496824,-0.38343537
qwen3_5_2b,0.04437869822485207,676,-7.496924,-1.2437406,-2.3182206,-0.52605087,-2.5740547,-0.47863764,8,8,8,8,8,8,0.19133043,-7.8719316,-7.1219163,0.07649076,-2.4681425,-2.1682987,0.016427629,-2.606253,-2.5418565,-0.991216,0.36747125,-1.4285998,-0.23472404,-0.52118206,0.036103602,-0.5810168,-0.44803822,-0.47731176,0.02697652,-0.5344073,-0.44196838
qwen3_5_0_8b,0.013313609467455622,676,-9.351912,-1.318799,-2.8814926,-0.67798334,-3.5775228,-0.61092657,9,9,9,9,9,9,0.14118165,-9.628628,-9.075195,0.01029942,-2.9016795,-2.8613057,0.0029257003,-3.5832572,-3.5717883,-1.1400822,0.684895,-2.240945,-0.006623894,-0.66924405,0.04005686,-0.7361711,-0.6050668,-0.6086103,0.034662414,-0.6723306,-0.55055517
