model,accuracy,n_observed,1pl_regular,1pl_item_marginal_mmle,2pl_regular,2pl_item_marginal_mmle,3pl_regular,3pl_item_marginal_mmle,1pl_regular_rank,1pl_item_marginal_mmle_rank,2pl_regular_rank,2pl_item_marginal_mmle_rank,3pl_regular_rank,3pl_item_marginal_mmle_rank
claude_haiku_4_5,0.4171597633136095,676,-1.0124049,1.4911358,-0.35635233,0.89860755,-0.44788772,0.8431543,1,1,1,1,1,1
qwen3_5_27b,0.2943786982248521,676,-2.9363554,0.95164937,-0.87500244,0.48775017,-1.0210096,0.4485052,2,2,2,2,3,2
mistral_14b,0.2529585798816568,676,-3.4916327,0.7429664,-0.9358939,0.33722717,-1.0092616,0.3042479,3,3,3,3,2,3
mistral_8b,0.23224852071005916,676,-3.7750518,0.630203,-0.9577254,0.26490843,-1.0764289,0.22985435,4,4,4,4,4,4
mistral_3b,0.16715976331360946,676,-4.7049646,0.21996921,-1.1235745,0.010872543,-1.279403,-0.007492721,5,5,5,5,5,5
qwen3_5_9b,0.08431952662721894,676,-6.2786994,-0.5591923,-1.7411606,-0.3450246,-2.1210988,-0.31792504,6,6,6,6,7,6
qwen3_5_4b,0.060650887573964495,676,-6.9026837,-0.91419184,-2.0665975,-0.4503069,-2.1043575,-0.41077983,7,7,7,7,6,7
qwen3_5_2b,0.04437869822485207,676,-7.496924,-1.2437406,-2.3182206,-0.52605087,-2.5740547,-0.47863764,8,8,8,8,8,8
qwen3_5_0_8b,0.013313609467455622,676,-9.351912,-1.318799,-2.8814926,-0.67798334,-3.5775228,-0.61092657,9,9,9,9,9,9
