case_category,n_available,n_selected,solver_percentile_mean,judge_percentile_mean,solver_score_mean,judge_score_mean,solver_attack_sd_mean
hard_to_solve__hard_to_judge,6,6,86.60968660968662,91.3105413105413,0.7761904761904762,0.19166666666666665,3.559135322440374
easy_to_solve__hard_to_judge,8,8,12.713675213675213,86.96581196581197,0.9285714285714286,0.19062500000000002,1.798710763728464
hard_to_solve__easy_to_judge,10,10,89.14529914529915,10.512820512820515,0.7942857142857143,0.6155555555555555,3.5167066353976955
