k,loss,loss_std,auc,auc_std,log_likelihood,log_likelihood_std,brier,brier_std,ece,ece_std,final_train_loss,final_train_auc,final_train_log_likelihood,final_train_brier,final_train_ece
1,0.4245661497116089,,0.8528292682926829,,-0.4245661497116089,,0.07363010942935944,,0.049751265444345126,,0.1101175919175148,0.9984702549575071,-0.11010629683732986,0.035859327763319016,0.018718363167038392
2,1.0708056688308716,,0.7131282051282052,,-1.0708056688308716,,0.11779163032770157,,0.10730501843712789,,0.05948786064982414,1.0,-0.05947373807430267,0.01861569844186306,0.013027497517486289
