k,loss,auc,log_likelihood,brier,ece
1,0.3018888831138611,0.9215675675675675,-0.30188003182411194,0.1012154370546341,0.025262943087436793
2,0.21687397360801697,0.9510990990990991,-0.2168455272912979,0.07061797380447388,0.022023137384170964
