k,loss,loss_std,auc,auc_std,log_likelihood,log_likelihood_std,brier,brier_std,ece,ece_std,final_train_loss,final_train_auc,final_train_log_likelihood,final_train_brier,final_train_ece
1,0.4315674901008606,,0.8992566118656183,,-0.4315674901008606,,0.0753485187888145,,0.0555755361799214,,0.0898772031068801,0.9771658821851376,-0.0898658484220504,0.0288580022752285,0.028775117249625
2,0.86481773853302,,0.8306719085060758,,-0.86481773853302,,0.1060251668095588,,0.0962235651550967,,0.0387068279087543,0.9939081443446012,-0.0386925749480724,0.0112857054919004,0.0141564721782031
