k,loss,auc,log_likelihood,brier,ece
1,0.3693625032901764,0.8419530976548828,-0.36934998631477356,0.1256781816482544,0.026952253855930197
2,0.26667356491088867,0.8878158907945397,-0.2666504681110382,0.08877763152122498,0.028379387738446695
