k,loss,loss_std,auc,auc_std,log_likelihood,log_likelihood_std,brier,brier_std,ece,ece_std,final_train_loss,final_train_auc,final_train_log_likelihood,final_train_brier,final_train_ece
1,0.9832897782325744,,0.6488356164383562,,-0.9832897782325744,,0.220864787697792,,0.1482908026746481,,0.3693625032901764,0.8419530976548828,-0.3693499863147735,0.1256781816482544,0.0269522538559301
2,1.7175875902175903,,0.6306890459363957,,-1.7175875902175903,,0.26370769739151,,0.2241748973642763,,0.2666735649108886,0.8878158907945397,-0.2666504681110382,0.0887776315212249,0.0283793877384466
