k,loss,auc,log_likelihood,brier,ece
1,0.08987720310688019,0.9771658821851377,-0.08986584842205048,0.0288580022752285,0.028775117249625087
2,0.03870682790875435,0.9939081443446013,-0.038692574948072433,0.011285705491900444,0.014156472178203114
