k,loss,loss_std,auc,auc_std,log_likelihood,log_likelihood_std,brier,brier_std,ece,ece_std,final_train_loss,final_train_auc,final_train_log_likelihood,final_train_brier,final_train_ece
1,0.4315674901008606,,0.8992566118656183,,-0.4315674901008606,,0.07534851878881454,,0.055575536179921434,,0.08987720310688019,0.9771658821851377,-0.08986584842205048,0.0288580022752285,0.028775117249625087
2,0.86481773853302,,0.8306719085060758,,-0.86481773853302,,0.10602516680955887,,0.0962235651550967,,0.03870682790875435,0.9939081443446013,-0.038692574948072433,0.011285705491900444,0.014156472178203114
